backend,backend_size,code,distance,cycles,state,routing_method,layout_method,gate_overhead_mean,gate_overhead_var,tq_gate_overhead_mean,tq_gate_overhead_var,swap_overhead_mean,swap_overhead_var
custom_grid,289,steane,9,9,,sabre,trivial,9333.667,74035.46411100001,9333.667,74035.46411100001,9333.667,74035.46411100001
custom_grid,289,steane,9,9,,sabre,sabre,3770.592,15037.099536000002,3770.592,15037.099536000002,3770.592,15037.099536000002
custom_grid,289,bacon,17,17,,basic,dense,4151.0,0.0,4151.0,0.0,4151.0,0.0
custom_grid,289,bacon,17,17,,stochastic,dense,4477.554,12253.603083999998,4477.554,12253.603083999998,4477.554,12253.603083999998
custom_grid,289,steane,9,9,,basic,dense,11922.0,0.0,11922.0,0.0,11922.0,0.0
custom_grid,289,color,11,11,,stochastic,sabre,14688.735,273501.30477499997,14688.735,273501.30477499997,14688.735,273501.30477499997
custom_grid,289,hh,10,10,,stochastic,sabre,11801.145,368047.091975,11801.145,368047.091975,11801.145,368047.091975
custom_grid,289,color,11,11,,stochastic,dense,20650.169,781472.0844389999,20650.169,781472.0844389999,20650.169,781472.0844389999
custom_grid,289,color,11,11,,stochastic,trivial,19998.447,481478.603191,19998.447,481478.603191,19998.447,481478.603191
custom_grid,289,surface,11,11,,stochastic,sabre,12335.611,407190.42567900004,12335.611,407190.42567900004,12335.611,407190.42567900004
custom_grid,289,surface,11,11,,stochastic,trivial,20645.547,1188250.655791,20645.547,1188250.655791,20645.547,1188250.655791
custom_grid,289,hh,10,10,,stochastic,trivial,17181.42,192248.7196,17181.42,192248.7196,17181.42,192248.7196
custom_grid,289,hh,10,10,,stochastic,dense,19748.48,386667.31560000003,19748.48,386667.31560000003,19748.48,386667.31560000003
custom_grid,289,steane,9,9,,basic,trivial,13480.0,0.0,13480.0,0.0,13480.0,0.0
custom_grid,289,surface,11,11,,stochastic,dense,22551.646,1058445.472684,22551.646,1058445.472684,22551.646,1058445.472684
custom_grid,289,steane,9,9,,basic,sabre,10808.53,356941.04709999997,10808.53,356941.04709999997,10808.53,356941.04709999997
custom_grid,289,steane,9,9,,stochastic,dense,8438.134,114913.528044,8438.134,114913.528044,8438.134,114913.528044
custom_grid,289,steane,9,9,,stochastic,trivial,9496.4,165427.366,9496.4,165427.366,9496.4,165427.366
custom_grid,289,steane,9,9,,stochastic,sabre,6577.525,57376.271375,6577.525,57376.271375,6577.525,57376.271375
custom_grid,289,hh,10,10,,basic,trivial,29804.0,0.0,29804.0,0.0,29804.0,0.0
custom_grid,289,hh,10,10,,basic,sabre,23756.135,1923249.372775,23756.135,1923249.372775,23756.135,1923249.372775
custom_grid,289,hh,10,10,,basic,dense,34893.0,0.0,34893.0,0.0,34893.0,0.0
custom_grid,289,gross,144,144,,basic,trivial,107211.0,0.0,107211.0,0.0,107211.0,0.0
custom_grid,289,gross,144,144,,basic,dense,107303.0,0.0,107303.0,0.0,107303.0,0.0
custom_grid,289,gross,144,144,,basic,sabre,100865.92,1273168.6116,100865.92,1273168.6116,100865.92,1273168.6116
custom_grid,289,gross,144,144,,stochastic,sabre,82583.133,537347.2853110001,82583.133,537347.2853110001,82583.133,537347.2853110001
custom_grid,289,gross,144,144,,stochastic,dense,92027.473,3091676.259271,92027.473,3091676.259271,92027.473,3091676.259271
custom_grid,289,gross,144,144,,stochastic,trivial,92289.658,3311689.493036,92289.658,3311689.493036,92289.658,3311689.493036
