backend,backend_size,code,distance,cycles,state,routing_method,layout_method,gate_overhead_mean,gate_overhead_var,tq_gate_overhead_mean,tq_gate_overhead_var,swap_overhead_mean,swap_overhead_var
custom_grid,289,bacon,17,17,,sabre,sabre,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,color,11,11,,basic,sabre,24414.0,0.0,24414.0,0.0,24414.0,0.0
custom_grid,289,bacon,17,17,,stochastic,trivial,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,bacon,17,17,,stochastic,sabre,0.0,0.0,0.0,0.0,0.0,0.0
custom_grid,289,surface,11,11,,basic,sabre,26103.0,0.0,26103.0,0.0,26103.0,0.0
custom_grid,289,surface,11,11,,basic,dense,40364.0,0.0,40364.0,0.0,40364.0,0.0
custom_grid,289,bacon,17,17,,basic,dense,4151.0,0.0,4151.0,0.0,4151.0,0.0
custom_grid,289,steane,9,9,,sabre,dense,8566.0,0.0,8566.0,0.0,8566.0,0.0
custom_grid,289,steane,9,9,,sabre,trivial,9189.0,0.0,9189.0,0.0,9189.0,0.0
custom_grid,289,steane,9,9,,sabre,sabre,3636.0,0.0,3636.0,0.0,3636.0,0.0
custom_grid,289,surface,11,11,,basic,trivial,35082.0,0.0,35082.0,0.0,35082.0,0.0
custom_grid,289,steane,9,9,,basic,dense,11922.0,0.0,11922.0,0.0,11922.0,0.0
custom_grid,289,surface,11,11,,stochastic,sabre,12286.0,0.0,12286.0,0.0,12286.0,0.0
custom_grid,289,bacon,17,17,,stochastic,dense,4429.0,0.0,4429.0,0.0,4429.0,0.0
custom_grid,289,hh,10,10,,stochastic,sabre,10697.0,0.0,10697.0,0.0,10697.0,0.0
custom_grid,289,color,11,11,,stochastic,dense,20527.0,0.0,20527.0,0.0,20527.0,0.0
custom_grid,289,color,11,11,,stochastic,sabre,13689.0,0.0,13689.0,0.0,13689.0,0.0
custom_grid,289,color,11,11,,stochastic,trivial,20533.0,0.0,20533.0,0.0,20533.0,0.0
custom_grid,289,surface,11,11,,stochastic,trivial,22542.0,0.0,22542.0,0.0,22542.0,0.0
custom_grid,289,hh,10,10,,stochastic,trivial,16622.0,0.0,16622.0,0.0,16622.0,0.0
custom_grid,289,surface,11,11,,stochastic,dense,22738.0,0.0,22738.0,0.0,22738.0,0.0
custom_grid,289,steane,9,9,,basic,trivial,13480.0,0.0,13480.0,0.0,13480.0,0.0
custom_grid,289,steane,9,9,,basic,sabre,10212.0,0.0,10212.0,0.0,10212.0,0.0
custom_grid,289,hh,10,10,,stochastic,dense,19895.0,0.0,19895.0,0.0,19895.0,0.0
custom_grid,289,steane,9,9,,stochastic,trivial,9125.0,0.0,9125.0,0.0,9125.0,0.0
custom_grid,289,steane,9,9,,stochastic,dense,8820.0,0.0,8820.0,0.0,8820.0,0.0
custom_grid,289,steane,9,9,,stochastic,sabre,6345.0,0.0,6345.0,0.0,6345.0,0.0
custom_grid,289,hh,10,10,,basic,trivial,29804.0,0.0,29804.0,0.0,29804.0,0.0
custom_grid,289,hh,10,10,,basic,dense,34893.0,0.0,34893.0,0.0,34893.0,0.0
custom_grid,289,hh,10,10,,basic,sabre,23855.0,0.0,23855.0,0.0,23855.0,0.0
custom_grid,289,gross,144,144,,basic,trivial,107211.0,0.0,107211.0,0.0,107211.0,0.0
custom_grid,289,gross,144,144,,basic,dense,107303.0,0.0,107303.0,0.0,107303.0,0.0
custom_grid,289,gross,144,144,,basic,sabre,101329.0,0.0,101329.0,0.0,101329.0,0.0
custom_grid,289,gross,144,144,,stochastic,dense,91905.0,0.0,91905.0,0.0,91905.0,0.0
custom_grid,289,gross,144,144,,stochastic,sabre,81529.0,0.0,81529.0,0.0,81529.0,0.0
custom_grid,289,gross,144,144,,stochastic,trivial,94595.0,0.0,94595.0,0.0,94595.0,0.0
